"","Household Size","Household Size, %","Income Level","Income Level, %","Employment Status","Employment Status, %","Education Level","Education Level, %"
"escuelacantabradesurf.com","3–4 personas","41,72 %","Bajo","64,75 %","Trabajo a tiempo completo","40,13 %","Educación obligatoria o bachillerato","48,81 %"
