A�O;MES;PAIS_ORIGEN;CIUDAD_DESTINO;TIPO_ORIGEN;BUSQUEDAS;ANTELACION;ESTANCIA_MEDIA;VARIACION_INTERANUAL_BUSQUEDAS
2024;1;Austria;Santa Cruz de la Palma;Internacional;7276;162,79;10,49;-8,12
2024;1;Austria;Santander;Internacional;9710;137,48;8,2;22,79
2024;1;Austria;Santiago de Compostela;Internacional;4027;137,07;8,53;-2,07
2024;1;Austria;Seu d'Urgell, La;Internacional;263;103,49;5,96;25,84
2024;1;Austria;Sevilla;Internacional;55191;164,03;6,74;34,71
2024;1;Austria;Tenerife;Internacional;193517;177,44;9,93;11,87
2024;1;Austria;Valladolid;Internacional;184;118,01;7,02;-9,36
2024;1;Austria;Valverde;Internacional;346;138,8;9,4;-25,11
2024;1;Austria;Val�ncia;Internacional;103999;165,48;6,12;12,41
2024;1;Austria;Vigo;Internacional;1810;131,26;7,06;-6,17
2024;1;Austria;Vitoria-Gasteiz;Internacional;869;125,45;6,8;95,28
2024;1;Austria;Zaragoza;Internacional;1224;123,21;6,6;-84,43
2024;1;Azerbaiy�n;Alacant/Alicante;Internacional;140;140,96;11,05;33,33
2024;1;Azerbaiy�n;Almer�a;Internacional;1;45,0;9,0;-95,0
2024;1;Azerbaiy�n;Barcelona;Internacional;3707;143,01;8,21;10,52
2024;1;Azerbaiy�n;Bilbao;Internacional;45;112,87;16,05;-18,18
2024;1;Azerbaiy�n;Castell� de la Plana;Internacional;3;46,0;6,0;200,0
2024;1;Azerbaiy�n;Coru�a, A;Internacional;6;34,88;12,88;100,0
2024;1;Azerbaiy�n;Donostia/San Sebasti�n;Internacional;2;45,5;7,5;-77,78
2024;1;Azerbaiy�n;Fuerteventura;Internacional;11;101,93;13,83;10,0
2024;1;Azerbaiy�n;Girona;Internacional;20;75,47;11,79;81,82
2024;1;Azerbaiy�n;Granada;Internacional;6;36,1;6,9;-85,0
2024;1;Azerbaiy�n;Ibiza;Internacional;125;117,93;6,75;43,68
2024;1;Azerbaiy�n;Jerez de la Frontera;Internacional;1;30,0;7,0;-50,0
2024;1;Azerbaiy�n;Lanzarote;Internacional;6;184,44;7,89;-40,0
2024;1;Azerbaiy�n;Madrid;Internacional;1499;135,27;7,73;17,94
2024;1;Azerbaiy�n;Mallorca;Internacional;105;133,81;8,29;-17,97
2024;1;Azerbaiy�n;Menorca;Internacional;4;119,33;7,0;-55,56
2024;1;Azerbaiy�n;Murcia;Internacional;2;27,5;3,5;-84,62
2024;1;Azerbaiy�n;M�laga;Internacional;339;113,98;9,4;-5,83
2024;1;Azerbaiy�n;Oviedo;Internacional;1;201,0;7,0;-90,0
2024;1;Azerbaiy�n;Palmas de Gran Canaria, Las;Internacional;38;139,87;8,85;72,73
2024;1;Azerbaiy�n;Pamplona/Iru�a;Internacional;1;31,0;6,0;0,0
2024;1;Azerbaiy�n;Reus;Internacional;17;75,47;8,96;325,0
2024;1;Azerbaiy�n;San Sebasti�n de la Gomera;Internacional;1;30,0;7,0;0,0
2024;1;Azerbaiy�n;Santander;Internacional;18;55,0;9,77;800,0
2024;1;Azerbaiy�n;Santiago de Compostela;Internacional;14;113,75;13,17;0,0
2024;1;Azerbaiy�n;Seu d'Urgell, La;Internacional;10;18,59;7,88;0,0
2024;1;Azerbaiy�n;Sevilla;Internacional;93;119,85;7,01;30,99
2024;1;Azerbaiy�n;Tenerife;Internacional;44;92,1;6,8;-2,22
2024;1;Azerbaiy�n;Val�ncia;Internacional;310;134,08;10,42;-33,19
2024;1;Azerbaiy�n;Vigo;Internacional;2;126,0;13,0;-50,0
2024;1;Azerbaiy�n;Vitoria-Gasteiz;Internacional;1;86,0;8,0;0,0
2024;1;Azerbaiy�n;Zaragoza;Internacional;3;79,0;12,0;-66,67
2024;1;Bahamas;Alacant/Alicante;Internacional;14;102,01;8,92;-6,67
2024;1;Bahamas;Badajoz;Internacional;5;86,5;6,17;0,0
2024;1;Bahamas;Barcelona;Internacional;379;150,38;9,01;0,8
2024;1;Bahamas;Bilbao;Internacional;7;135,25;8,75;-58,82
2024;1;Bahamas;Fuerteventura;Internacional;12;134,43;6,7;500,0
2024;1;Bahamas;Girona;Internacional;3;135,33;4,0;200,0
2024;1;Bahamas;Granada;Internacional;5;72,0;6,0;0,0
2024;1;Bahamas;Ibiza;Internacional;29;101,34;5,63;16,0
2024;1;Bahamas;Jerez de la Frontera;Internacional;1;28,0;7,0;0,0
2024;1;Bahamas;Lanzarote;Internacional;2;30,5;5,0;-66,67
2024;1;Bahamas;Madrid;Internacional;259;123,66;18,48;-9,44
2024;1;Bahamas;Mallorca;Internacional;21;122,15;13,7;-25,0
2024;1;Bahamas;Murcia;Internacional;5;59,0;4,5;0,0
2024;1;Bahamas;M�laga;Internacional;42;119,98;4,63;20,0
2024;1;Bahamas;Palmas de Gran Canaria, Las;Internacional;5;112,6;6,6;-44,44
2024;1;Bahamas;Santander;Internacional;6;31,0;6,0;0,0
2024;1;Bahamas;Santiago de Compostela;Internacional;1;46,0;10,0;0,0
2024;1;Bahamas;Seu d'Urgell, La;Internacional;1;28,0;7,0;0,0
2024;1;Bahamas;Sevilla;Internacional;11;76,65;6,12;57,14
2024;1;Bahamas;Tenerife;Internacional;20;97,44;7,25;566,67
2024;1;Bahamas;Val�ncia;Internacional;22;54,94;20,23;4,76
2024;1;Bahamas;Vigo;Internacional;1;5,0;7,0;0,0
2024;1;Bahr�in;Alacant/Alicante;Internacional;145;145,64;12,82;22,88
2024;1;Bahr�in;Almer�a;Internacional;1;15,0;6,0;-91,67
2024;1;Bahr�in;Barcelona;Internacional;2550;163,11;11,07;-27,86
2024;1;Bahr�in;Bilbao;Internacional;65;135,13;8,62;44,44
2024;1;Bahr�in;Burgos;Internacional;1;82,0;10,0;0,0
2024;1;Bahr�in;Castell� de la Plana;Internacional;2;29,0;5,5;100,0
2024;1;Bahr�in;Coru�a, A;Internacional;4;95,0;15,67;-63,64
2024;1;Bahr�in;Donostia/San Sebasti�n;Internacional;29;141,72;9,39;2800,0
2024;1;Bahr�in;Fuerteventura;Internacional;8;159,33;8,56;14,29
2024;1;Bahr�in;Girona;Internacional;9;94,88;17,0;50,0
2024;1;Bahr�in;Granada;Internacional;29;92,29;7,79;-40,82
2024;1;Bahr�in;Ibiza;Internacional;64;120,61;6,82;-23,81
2024;1;Bahr�in;Jerez de la Frontera;Internacional;50;94,93;9,3;525,0
2024;1;Bahr�in;Lanzarote;Internacional;13;127,53;7,03;-27,78
2024;1;Bahr�in;Lleida;Internacional;1;4,0;5,0;0,0
2024;1;Bahr�in;Madrid;Internacional;2454;163,91;10,96;-6,83
2024;1;Bahr�in;Mallorca;Internacional;115;141,19;8,58;-1,71
2024;1;Bahr�in;Melilla;Internacional;1;94,0;28,0;0,0
2024;1;Bahr�in;Menorca;Internacional;13;105,28;6,0;116,67
2024;1;Bahr�in;Murcia;Internacional;21;113,72;12,4;0,0
2024;1;Bahr�in;M�laga;Internacional;916;164,76;14,11;2,12
2024;1;Bahr�in;Oviedo;Internacional;3;50,0;6,0;0,0
2024;1;Bahr�in;Palmas de Gran Canaria, Las;Internacional;71;125,19;6,36;29,09
2024;1;Bahr�in;Pamplona/Iru�a;Internacional;7;139,83;10,33;0,0
2024;1;Bahr�in;Reus;Internacional;8;50,29;8,75;700,0
2024;1;Bahr�in;Salamanca;Internacional;2;17,0;6,5;100,0
2024;1;Bahr�in;Santa Cruz de la Palma;Internacional;2;125,0;7,0;0,0
2024;1;Bahr�in;Santander;Internacional;9;74,83;6,42;200,0
2024;1;Bahr�in;Santiago de Compostela;Internacional;7;77,08;5,88;40,0
2024;1;Bahr�in;Seu d'Urgell, La;Internacional;3;99,0;7,67;-40,0
2024;1;Bahr�in;Sevilla;Internacional;169;140,7;10,59;49,56
2024;1;Bahr�in;Tenerife;Internacional;33;146,57;12,38;-60,24
2024;1;Bahr�in;Valladolid;Internacional;2;18,0;8,0;0,0
2024;1;Bahr�in;Val�ncia;Internacional;221;140,25;14,28;9,41
2024;1;Bahr�in;Vigo;Internacional;4;19,5;4,5;0,0
2024;1;Bahr�in;Zaragoza;Internacional;26;60,98;8,39;0,0
2024;1;Bangladesh;Alacant/Alicante;Internacional;27;118,69;7,29;35,0
2024;1;Bangladesh;Almer�a;Internacional;3;47,5;1,5;0,0
2024;1;Bangladesh;Badajoz;Internacional;2;95,0;7,0;100,0
2024;1;Bangladesh;Barcelona;Internacional;421;116,96;11,52;-24,82
2024;1;Bangladesh;Bilbao;Internacional;18;118,71;22,46;200,0
2024;1;Bangladesh;Coru�a, A;Internacional;14;33,72;5,22;0,0
2024;1;Bangladesh;Donostia/San Sebasti�n;Internacional;3;39,0;17,0;-25,0
2024;1;Bangladesh;Fuerteventura;Internacional;1;77,0;42,0;-83,33
2024;1;Bangladesh;Girona;Internacional;2;14,5;11,5;0,0
2024;1;Bangladesh;Granada;Internacional;6;60,89;10,17;-40,0
2024;1;Bangladesh;Ibiza;Internacional;13;129,1;8,33;-7,14
2024;1;Bangladesh;Jerez de la Frontera;Internacional;4;9,67;12,17;300,0
2024;1;Bangladesh;Lanzarote;Internacional;5;32,2;4,6;66,67
2024;1;Bangladesh;Le�n;Internacional;1;28,0;7,0;0,0
2024;1;Bangladesh;Logro�o;Internacional;2;188,0;8,0;0,0
2024;1;Bangladesh;Madrid;Internacional;412;113,35;14,33;-21,67
2024;1;Bangladesh;Mallorca;Internacional;33;81,98;16,44;175,0
2024;1;Bangladesh;Murcia;Internacional;2;1,0;2,0;0,0
2024;1;Bangladesh;M�laga;Internacional;70;110,36;11,51;-31,37
2024;1;Bangladesh;Oviedo;Internacional;10;45,17;46,0;0,0
2024;1;Bangladesh;Palmas de Gran Canaria, Las;Internacional;3;27,33;10,0;200,0
2024;1;Bangladesh;Reus;Internacional;6;25,67;7,34;0,0
2024;1;Bangladesh;Santa Cruz de la Palma;Internacional;1;6,0;7,0;0,0
2024;1;Bangladesh;Santander;Internacional;3;20,0;5,0;0,0
2024;1;Bangladesh;Santiago de Compostela;Internacional;2;9,0;6,0;-33,33
2024;1;Bangladesh;Sevilla;Internacional;23;27,31;8,96;228,57
2024;1;Bangladesh;Tenerife;Internacional;13;58,89;7,28;85,71
2024;1;Bangladesh;Val�ncia;Internacional;90;136,84;9,18;55,17
2024;1;Bangladesh;Vigo;Internacional;4;21,0;11,0;0,0
2024;1;Bangladesh;Vitoria-Gasteiz;Internacional;1;28,0;7,0;0,0
2024;1;Barbados;Alacant/Alicante;Internacional;32;116,48;11,86;100,0
2024;1;Barbados;Barcelona;Internacional;204;153,52;8,79;-22,14
2024;1;Barbados;Bilbao;Internacional;13;51,5;14,0;44,44
2024;1;Barbados;Coru�a, A;Internacional;2;74,0;16,0;0,0
2024;1;Barbados;Donostia/San Sebasti�n;Internacional;1;76,0;59,0;0,0
2024;1;Barbados;Fuerteventura;Internacional;2;57,5;7,0;-50,0
2024;1;Barbados;Girona;Internacional;1;217,0;14,0;0,0
2024;1;Barbados;Granada;Internacional;10;103,18;9,53;11,11
2024;1;Barbados;Ibiza;Internacional;26;146,46;5,94;73,33
2024;1;Barbados;Lanzarote;Internacional;9;199,17;7,83;28,57
2024;1;Barbados;Madrid;Internacional;198;136,09;18,38;-44,23
2024;1;Barbados;Mallorca;Internacional;178;161,63;7,86;474,19
2024;1;Barbados;Menorca;Internacional;1;140,0;7,0;0,0
2024;1;Barbados;Murcia;Internacional;1;201,0;14,0;0,0
2024;1;Barbados;M�laga;Internacional;67;107,25;8,41;131,03
2024;1;Barbados;Palmas de Gran Canaria, Las;Internacional;47;149,38;9,39;213,33
2024;1;Barbados;Pamplona/Iru�a;Internacional;3;211,0;7,0;50,0
2024;1;Barbados;Santiago de Compostela;Internacional;4;169,67;16,67;300,0
2024;1;Barbados;Seu d'Urgell, La;Internacional;1;146,0;6,0;0,0
2024;1;Barbados;Sevilla;Internacional;4;50,0;4,75;0,0
2024;1;Barbados;Tenerife;Internacional;23;108,64;5,09;76,92
2024;1;Barbados;Val�ncia;Internacional;5;27,0;3,75;0,0
2024;1;Barbados;Vigo;Internacional;2;7,0;6,0;100,0
2024;1;Belar�s;Alacant/Alicante;Internacional;182;151,36;12,56;28,17
2024;1;Belar�s;Almer�a;Internacional;1;129,0;3,0;-66,67
2024;1;Belar�s;Barcelona;Internacional;1620;162,29;10,43;30,75
2024;1;Belar�s;Bilbao;Internacional;42;102,48;15,89;5,0
2024;1;Belar�s;Burgos;Internacional;1;6,0;7,0;0,0
2024;1;Belar�s;Castell� de la Plana;Internacional;1;298,0;7,0;0,0
2024;1;Belar�s;Donostia/San Sebasti�n;Internacional;2;76,5;7,5;0,0
2024;1;Belar�s;Fuerteventura;Internacional;18;122,96;6,8;50,0
2024;1;Belar�s;Girona;Internacional;8;140,75;11,67;60,0
2024;1;Belar�s;Granada;Internacional;4;120,83;11,5;-63,64
2024;1;Belar�s;Ibiza;Internacional;83;137,18;10,83;36,07
2024;1;Belar�s;Jerez de la Frontera;Internacional;3;119,0;12,25;200,0
2024;1;Belar�s;Lanzarote;Internacional;6;92,38;9,5;-25,0
2024;1;Belar�s;Le�n;Internacional;2;90,0;11,5;0,0
2024;1;Belar�s;Madrid;Internacional;520;146,15;12,52;-2,26
2024;1;Belar�s;Mallorca;Internacional;125;154,97;11,02;45,35
2024;1;Belar�s;Menorca;Internacional;3;93,0;9,5;200,0
2024;1;Belar�s;Murcia;Internacional;5;44,5;4,5;0,0
2024;1;Belar�s;M�laga;Internacional;166;137,07;10,81;-16,58
2024;1;Belar�s;Oviedo;Internacional;3;66,0;7,0;0,0
2024;1;Belar�s;Palmas de Gran Canaria, Las;Internacional;25;74,04;9,39;-58,33
2024;1;Belar�s;Pamplona/Iru�a;Internacional;2;193,5;5,0;100,0
2024;1;Belar�s;Reus;Internacional;9;103,64;12,61;125,0
2024;1;Belar�s;Santander;Internacional;6;84,13;24,63;50,0
2024;1;Belar�s;Santiago de Compostela;Internacional;15;121,52;8,95;0,0
2024;1;Belar�s;Seu d'Urgell, La;Internacional;6;26,34;9,84;0,0
2024;1;Belar�s;Sevilla;Internacional;83;136,75;19,4;176,67
2024;1;Belar�s;Tenerife;Internacional;12;147,95;11,36;-64,71
2024;1;Belar�s;Val�ncia;Internacional;118;133,75;13,34;-8,53
2024;1;Belar�s;Vigo;Internacional;2;52,0;5,5;100,0
2024;1;Belar�s;Vitoria-Gasteiz;Internacional;2;10,5;83,5;0,0
2024;1;Belar�s;Zaragoza;Internacional;3;12,0;35,0;0,0
2024;1;Belice;Alacant/Alicante;Internacional;4;195,67;6,0;300,0
2024;1;Belice;Almer�a;Internacional;1;270,0;8,0;0,0
2024;1;Belice;Badajoz;Internacional;1;31,0;6,0;0,0
2024;1;Belice;Barcelona;Internacional;63;125,62;10,24;-38,83
2024;1;Belice;Bilbao;Internacional;7;123,25;14,33;75,0
2024;1;Belice;Coru�a, A;Internacional;2;5,0;7,0;-33,33
2024;1;Belice;Fuerteventura;Internacional;1;6,0;7,0;0,0
2024;1;Belice;Girona;Internacional;4;82,25;7,5;100,0
2024;1;Belice;Ibiza;Internacional;5;77,5;2,0;-58,33
2024;1;Belice;Jerez de la Frontera;Internacional;2;31,0;6,0;0,0
2024;1;Belice;Lanzarote;Internacional;2;24,0;4,0;-33,33
2024;1;Belice;Madrid;Internacional;125;106,35;13,53;12,61
2024;1;Belice;Mallorca;Internacional;9;150,85;5,85;80,0
2024;1;Belice;M�laga;Internacional;15;110,47;7,57;87,5
2024;1;Belice;Oviedo;Internacional;4;31,0;6,0;0,0
2024;1;Belice;Palmas de Gran Canaria, Las;Internacional;17;138,31;6,67;0,0
2024;1;Belice;Reus;Internacional;3;36,0;7,0;0,0
2024;1;Belice;Salamanca;Internacional;14;31,0;6,0;0,0
2024;1;Belice;Santander;Internacional;3;30,67;6,0;0,0
2024;1;Belice;Santiago de Compostela;Internacional;3;3,67;7,0;50,0
2024;1;Belice;Sevilla;Internacional;5;94,0;17,0;-64,29
2024;1;Belice;Tenerife;Internacional;4;20,84;4,5;33,33
2024;1;Belice;Valladolid;Internacional;10;30,9;6,0;233,33
2024;1;Belice;Val�ncia;Internacional;6;57,63;5,25;-86,05
2024;1;Belice;Vigo;Internacional;1;78,0;13,0;0,0
2024;1;Benin;Alacant/Alicante;Internacional;1;85,0;6,0;-85,71
2024;1;Benin;Barcelona;Internacional;149;116,47;13,62;98,67
2024;1;Benin;Bilbao;Internacional;4;18,5;2,0;0,0
2024;1;Benin;Coru�a, A;Internacional;1;116,0;13,0;0,0
2024;1;Benin;Fuerteventura;Internacional;2;201,0;15,0;-33,33
2024;1;Benin;Girona;Internacional;1;110,0;13,0;0,0
2024;1;Benin;Granada;Internacional;5;81,2;12,0;0,0
2024;1;Benin;Ibiza;Internacional;3;74,5;4,5;0,0
2024;1;Benin;Lanzarote;Internacional;2;25,0;2,0;-81,82
2024;1;Benin;Madrid;Internacional;348;162,16;31,45;78,46
2024;1;Benin;Mallorca;Internacional;9;125,11;6,89;80,0
2024;1;Benin;M�laga;Internacional;15;140,89;25,38;-79,73
2024;1;Benin;Palmas de Gran Canaria, Las;Internacional;21;94,12;5,41;23,53
2024;1;Benin;Santiago de Compostela;Internacional;39;14,48;6,04;0,0
2024;1;Benin;Sevilla;Internacional;9;94,8;11,8;50,0
2024;1;Benin;Tenerife;Internacional;2;25,0;2,0;-66,67
2024;1;Benin;Val�ncia;Internacional;53;112,68;8,29;-44,21
2024;1;Benin;Vigo;Internacional;4;31,0;6,0;0,0
2024;1;Bhut�n;Alacant/Alicante;Internacional;2;28,0;5,0;0,0
2024;1;Bhut�n;Barcelona;Internacional;6;28,38;6,88;0,0
2024;1;Bhut�n;Fuerteventura;Internacional;1;236,0;3,0;0,0
2024;1;Bhut�n;Granada;Internacional;1;236,0;3,0;-50,0
2024;1;Bhut�n;Lanzarote;Internacional;1;217,0;7,0;0,0
2024;1;Bhut�n;Madrid;Internacional;6;56,0;13,67;20,0
2024;1;Bhut�n;Palmas de Gran Canaria, Las;Internacional;1;53,0;2,0;0,0
2024;1;Bolivia;Alacant/Alicante;Internacional;133;90,19;30,01;1,53
2024;1;Bolivia;Almer�a;Internacional;2;70,5;21,0;-75,0
2024;1;Bolivia;Badajoz;Internacional;1;233,0;4,0;0,0
2024;1;Bolivia;Barcelona;Internacional;3299;154,63;20,67;-16,12
2024;1;Bolivia;Bilbao;Internacional;265;125,45;22,38;-28,57
2024;1;Bolivia;Castell� de la Plana;Internacional;5;11,5;56,0;0,0
2024;1;Bolivia;Coru�a, A;Internacional;26;113,75;20,88;0,0
2024;1;Bolivia;Donostia/San Sebasti�n;Internacional;2;45,0;23,0;-92,0
2024;1;Bolivia;Fuerteventura;Internacional;17;136,0;6,5;112,5
2024;1;Bolivia;Girona;Internacional;46;80,47;31,84;39,39
2024;1;Bolivia;Granada;Internacional;14;97,0;29,5;-22,22
2024;1;Bolivia;Ibiza;Internacional;58;150,98;14,36;38,1
2024;1;Bolivia;Jerez de la Frontera;Internacional;16;111,13;55,66;128,57
2024;1;Bolivia;Lanzarote;Internacional;19;110,0;9,46;46,15
2024;1;Bolivia;Le�n;Internacional;18;36,74;5,18;-57,14
2024;1;Bolivia;Logro�o;Internacional;1;39,0;7,0;0,0
2024;1;Bolivia;Madrid;Internacional;19255;149,25;22,51;9,18
2024;1;Bolivia;Mallorca;Internacional;133;99,23;32,49;-2,21
2024;1;Bolivia;Menorca;Internacional;8;106,94;12,28;-81,82
2024;1;Bolivia;Murcia;Internacional;29;102,82;13,44;123,08
2024;1;Bolivia;M�laga;Internacional;279;116,56;27,15;-8,82
2024;1;Bolivia;Oviedo;Internacional;13;138,0;17,29;-35,0
2024;1;Bolivia;Palmas de Gran Canaria, Las;Internacional;95;133,54;26,04;150,0
2024;1;Bolivia;Pamplona/Iru�a;Internacional;54;69,82;15,93;45,95
2024;1;Bolivia;Reus;Internacional;31;75,05;21,06;19,23
2024;1;Bolivia;Salamanca;Internacional;6;62,0;7,6;0,0
2024;1;Bolivia;San Sebasti�n de la Gomera;Internacional;1;5,0;7,0;-50,0
2024;1;Bolivia;Santa Cruz de la Palma;Internacional;17;11,84;5,27;-46,88
2024;1;Bolivia;Santander;Internacional;14;74,2;41,2;133,33
2024;1;Bolivia;Santiago de Compostela;Internacional;22;91,33;16,08;-8,33
2024;1;Bolivia;Seu d'Urgell, La;Internacional;9;36,81;7,25;-52,63
2024;1;Bolivia;Sevilla;Internacional;104;102,51;19,78;-30,2
2024;1;Bolivia;Tenerife;Internacional;75;95,63;12,76;50,0
2024;1;Bolivia;Valladolid;Internacional;2;17,0;7,0;-77,78
2024;1;Bolivia;Valverde;Internacional;2;227,0;29,0;0,0
2024;1;Bolivia;Val�ncia;Internacional;333;142,15;25,67;-9,02
2024;1;Bolivia;Vigo;Internacional;3;27,5;15,0;-89,66
2024;1;Bolivia;Vitoria-Gasteiz;Internacional;2;82,0;7,0;-33,33
2024;1;Bolivia;Zaragoza;Internacional;8;9,5;5,25;60,0
2024;1;Bosnia y Herzegovina;Alacant/Alicante;Internacional;448;121,23;10,78;42,68
2024;1;Bosnia y Herzegovina;Almer�a;Internacional;9;53,73;6,13;200,0
2024;1;Bosnia y Herzegovina;Barcelona;Internacional;5247;153,27;6,83;-9,53
2024;1;Bosnia y Herzegovina;Bilbao;Internacional;280;78,82;14,05;169,23
2024;1;Bosnia y Herzegovina;Burgos;Internacional;1;154,0;6,0;0,0
2024;1;Bosnia y Herzegovina;Castell� de la Plana;Internacional;1;16,0;4,0;-98,33
2024;1;Bosnia y Herzegovina;Coru�a, A;Internacional;15;117,78;5,42;-75,0
2024;1;Bosnia y Herzegovina;Donostia/San Sebasti�n;Internacional;54;81,57;16,75;671,43
2024;1;Bosnia y Herzegovina;Fuerteventura;Internacional;69;120,04;6,52;-57,14
2024;1;Bosnia y Herzegovina;Girona;Internacional;53;128,14;7,3;39,47
2024;1;Bosnia y Herzegovina;Granada;Internacional;51;150,81;7,45;-61,07
2024;1;Bosnia y Herzegovina;Ibiza;Internacional;199;122,03;5,79;-26,57
2024;1;Bosnia y Herzegovina;Jerez de la Frontera;Internacional;35;100,89;6,83;600,0
2024;1;Bosnia y Herzegovina;Lanzarote;Internacional;69;105,79;6,77;-12,66
2024;1;Bosnia y Herzegovina;Le�n;Internacional;2;116,0;7,0;-92,59
2024;1;Bosnia y Herzegovina;Lleida;Internacional;1;31,0;6,0;0,0
2024;1;Bosnia y Herzegovina;Madrid;Internacional;1913;130,94;5,81;-15,32
2024;1;Bosnia y Herzegovina;Mallorca;Internacional;1251;122,02;7,42;15,51
2024;1;Bosnia y Herzegovina;Menorca;Internacional;20;114,01;8,06;-54,55
2024;1;Bosnia y Herzegovina;Murcia;Internacional;7;77,13;7,75;-53,33
2024;1;Bosnia y Herzegovina;M�laga;Internacional;1998;134,94;6,95;72,69
2024;1;Bosnia y Herzegovina;Oviedo;Internacional;32;114,32;9,69;190,91
2024;1;Bosnia y Herzegovina;Palmas de Gran Canaria, Las;Internacional;540;119,57;9,18;52,97
2024;1;Bosnia y Herzegovina;Pamplona/Iru�a;Internacional;3;127,33;5,33;-25,0
2024;1;Bosnia y Herzegovina;Reus;Internacional;31;132,91;8,44;6,9
2024;1;Bosnia y Herzegovina;Salamanca;Internacional;2;49,5;7,0;-50,0
2024;1;Bosnia y Herzegovina;San Sebasti�n de la Gomera;Internacional;2;101,0;7,5;0,0
2024;1;Bosnia y Herzegovina;Santa Cruz de la Palma;Internacional;3;120,0;8,5;0,0
2024;1;Bosnia y Herzegovina;Santander;Internacional;58;75,49;19,52;31,82
2024;1;Bosnia y Herzegovina;Santiago de Compostela;Internacional;21;85,93;5,26;-41,67
2024;1;Bosnia y Herzegovina;Seu d'Urgell, La;Internacional;2;41,0;4,0;0,0
2024;1;Bosnia y Herzegovina;Sevilla;Internacional;614;112,28;6,55;70,56
2024;1;Bosnia y Herzegovina;Tenerife;Internacional;301;134,5;7,86;-27,12
2024;1;Bosnia y Herzegovina;Valladolid;Internacional;11;63,92;35,79;-59,26
2024;1;Bosnia y Herzegovina;Valverde;Internacional;2;46,0;3,0;0,0
2024;1;Bosnia y Herzegovina;Val�ncia;Internacional;903;133,15;10,29;-28,22
2024;1;Bosnia y Herzegovina;Vigo;Internacional;29;101,12;6,6;93,33
2024;1;Bosnia y Herzegovina;Vitoria-Gasteiz;Internacional;43;31,27;26,22;760,0
2024;1;Bosnia y Herzegovina;Zaragoza;Internacional;25;130,38;6,02;38,89
2024;1;Botswana;Alacant/Alicante;Internacional;4;121,25;9,0;0,0
2024;1;Botswana;Barcelona;Internacional;43;124,42;7,29;-15,69
2024;1;Botswana;Bilbao;Internacional;2;219,0;14,5;-33,33
2024;1;Botswana;Girona;Internacional;1;177,0;7,0;0,0
2024;1;Botswana;Ibiza;Internacional;28;51,85;5,62;460,0
2024;1;Botswana;Jerez de la Frontera;Internacional;1;48,0;15,0;0,0
2024;1;Botswana;Lanzarote;Internacional;1;122,0;4,0;0,0
2024;1;Botswana;Madrid;Internacional;52;120,22;14,54;-24,64
2024;1;Botswana;Mallorca;Internacional;6;71,3;9,6;20,0
2024;1;Botswana;M�laga;Internacional;7;19,56;13,67;-22,22
2024;1;Botswana;Palmas de Gran Canaria, Las;Internacional;10;33,95;7,11;-37,5
2024;1;Botswana;Sevilla;Internacional;3;70,5;9,5;0,0
2024;1;Botswana;Tenerife;Internacional;1;213,0;14,0;-94,12
2024;1;Botswana;Val�ncia;Internacional;12;53,07;20,44;1100,0
2024;1;Botswana;Zaragoza;Internacional;1;3,0;2,0;0,0
2024;1;Brasil;Alacant/Alicante;Internacional;5462;140,25;19,7;3,25
2024;1;Brasil;Almer�a;Internacional;466;124,56;19,1;35,86
2024;1;Brasil;Badajoz;Internacional;210;85,92;11,58;17,98
2024;1;Brasil;Barcelona;Internacional;329557;157,56;14,88;36,21
2024;1;Brasil;Bilbao;Internacional;8227;138,81;20,9;-16,93
2024;1;Brasil;Burgos;Internacional;58;110,85;7,14;0,0
