A�O;MES;PAIS_ORIGEN;CIUDAD_DESTINO;TIPO_ORIGEN;BUSQUEDAS;ANTELACION;ESTANCIA_MEDIA;VARIACION_INTERANUAL_BUSQUEDAS
2024;1;Afganist�n;Alacant/Alicante;Internacional;3;31,0;6,0;-25,0
2024;1;Afganist�n;Barcelona;Internacional;23;65,92;6,76;-66,18
2024;1;Afganist�n;Bilbao;Internacional;3;38,25;8,25;200,0
2024;1;Afganist�n;Fuerteventura;Internacional;1;155,0;4,0;0,0
2024;1;Afganist�n;Ibiza;Internacional;3;66,5;14,75;0,0
2024;1;Afganist�n;Madrid;Internacional;28;118,55;8,52;100,0
2024;1;Afganist�n;Mallorca;Internacional;2;7,0;7,0;0,0
2024;1;Afganist�n;M�laga;Internacional;5;27,92;7,17;-54,55
2024;1;Afganist�n;Palmas de Gran Canaria, Las;Internacional;1;26,0;9,0;-75,0
2024;1;Afganist�n;Pamplona/Iru�a;Internacional;1;31,0;6,0;0,0
2024;1;Afganist�n;Santander;Internacional;1;7,0;41,0;0,0
2024;1;Afganist�n;Tenerife;Internacional;4;144,0;7,0;300,0
2024;1;Afganist�n;Val�ncia;Internacional;8;92,53;3,4;100,0
2024;1;Afganist�n;Vigo;Internacional;1;22,0;10,0;0,0
2024;1;Albania;Alacant/Alicante;Internacional;1219;149,92;7,39;10,62
2024;1;Albania;Almer�a;Internacional;61;84,33;8,22;7,02
2024;1;Albania;Badajoz;Internacional;1;94,0;4,0;0,0
2024;1;Albania;Barcelona;Internacional;28023;180,08;4,97;109,97
2024;1;Albania;Bilbao;Internacional;390;138,08;7,1;-7,14
2024;1;Albania;Burgos;Internacional;2;7,0;7,0;0,0
2024;1;Albania;Castell� de la Plana;Internacional;21;61,74;9,39;250,0
2024;1;Albania;Coru�a, A;Internacional;81;121,97;8,38;102,5
2024;1;Albania;Donostia/San Sebasti�n;Internacional;88;118,78;6,26;166,67
2024;1;Albania;Fuerteventura;Internacional;305;167,72;7,23;76,3
2024;1;Albania;Girona;Internacional;96;103,21;5,66;220,0
2024;1;Albania;Granada;Internacional;243;126,51;5,07;111,3
2024;1;Albania;Ibiza;Internacional;1546;163,35;6,54;56,95
2024;1;Albania;Jerez de la Frontera;Internacional;63;100,37;8,93;231,58
2024;1;Albania;Lanzarote;Internacional;338;162,89;6,01;64,08
2024;1;Albania;Le�n;Internacional;5;21,56;53,22;0,0
2024;1;Albania;Logro�o;Internacional;4;27,17;3,67;0,0
2024;1;Albania;Madrid;Internacional;13017;165,02;6,95;85,56
2024;1;Albania;Mallorca;Internacional;2706;165,52;5,66;134,9
2024;1;Albania;Melilla;Internacional;2;148,0;2,0;0,0
2024;1;Albania;Menorca;Internacional;114;136,05;6,72;-35,23
2024;1;Albania;Murcia;Internacional;26;70,79;5,89;100,0
2024;1;Albania;M�laga;Internacional;3196;133,12;6,16;116,82
2024;1;Albania;Oviedo;Internacional;179;78,6;8,7;952,94
2024;1;Albania;Palmas de Gran Canaria, Las;Internacional;843;166,93;6,7;-23,57
2024;1;Albania;Pamplona/Iru�a;Internacional;20;64,81;4,97;566,67
2024;1;Albania;Reus;Internacional;36;84,78;6,93;100,0
2024;1;Albania;Salamanca;Internacional;4;36,0;5,0;300,0
2024;1;Albania;San Sebasti�n de la Gomera;Internacional;5;20,25;9,75;-28,57
2024;1;Albania;Santa Cruz de la Palma;Internacional;9;91,0;11,15;-10,0
2024;1;Albania;Santander;Internacional;38;131,4;8,14;46,15
2024;1;Albania;Santiago de Compostela;Internacional;92;120,57;7,48;-32,85
2024;1;Albania;Seu d'Urgell, La;Internacional;4;20,34;4,67;33,33
2024;1;Albania;Sevilla;Internacional;2524;152,9;5,91;153,92
2024;1;Albania;Tenerife;Internacional;1763;181,15;6,14;105,0
2024;1;Albania;Valladolid;Internacional;10;24,06;3,11;-86,3
2024;1;Albania;Valverde;Internacional;1;28,0;7,0;-66,67
2024;1;Albania;Val�ncia;Internacional;3226;151,14;6,58;70,87
2024;1;Albania;Vigo;Internacional;93;119,69;8,28;86,0
2024;1;Albania;Vitoria-Gasteiz;Internacional;33;33,63;3,74;83,33
2024;1;Albania;Zaragoza;Internacional;27;77,0;5,11;28,57
2024;1;Alemania;Alacant/Alicante;Internacional;656073;171,69;8,87;21,5
2024;1;Alemania;Almer�a;Internacional;31196;154,89;10,01;26,91
2024;1;Alemania;Badajoz;Internacional;1280;119,08;7,93;-30,17
2024;1;Alemania;Barcelona;Internacional;2307555;172,2;6,26;-15,09
2024;1;Alemania;Bilbao;Internacional;211041;160,66;7,51;61,48
2024;1;Alemania;Burgos;Internacional;763;110,56;9,39;0,0
2024;1;Alemania;Castell� de la Plana;Internacional;26381;150,28;7,93;121,91
2024;1;Alemania;Coru�a, A;Internacional;18983;143,36;9,8;22,53
2024;1;Alemania;Donostia/San Sebasti�n;Internacional;26190;145,36;7,07;23,85
2024;1;Alemania;Fuerteventura;Internacional;701506;178,0;10,66;14,69
2024;1;Alemania;Girona;Internacional;146189;159,61;7,58;65,36
2024;1;Alemania;Granada;Internacional;66828;160,2;8,72;22,15
2024;1;Alemania;Ibiza;Internacional;415220;167,16;6,9;10,71
2024;1;Alemania;Jerez de la Frontera;Internacional;182420;163,24;9,9;22,59
2024;1;Alemania;Lanzarote;Internacional;430568;175,88;9,99;0,75
2024;1;Alemania;Le�n;Internacional;2216;126,53;10,83;16,08
2024;1;Alemania;Lleida;Internacional;939;128,97;10,36;5,03
2024;1;Alemania;Logro�o;Internacional;1007;120,2;7,13;27,31
2024;1;Alemania;Madrid;Internacional;943770;170,35;7,19;-5,02
2024;1;Alemania;Mallorca;Internacional;4172983;175,92;6,86;-7,41
2024;1;Alemania;Melilla;Internacional;8449;130,44;11,12;15,01
2024;1;Alemania;Menorca;Internacional;90127;152,38;8,67;12,52
2024;1;Alemania;Murcia;Internacional;21237;157,53;9,38;7,47
2024;1;Alemania;M�laga;Internacional;1200539;173,55;8,85;6,27
2024;1;Alemania;Oviedo;Internacional;30156;149,51;9,4;-45,33
2024;1;Alemania;Palmas de Gran Canaria, Las;Internacional;967670;176,95;10,14;5,35
2024;1;Alemania;Pamplona/Iru�a;Internacional;8043;132,16;7,27;-0,31
2024;1;Alemania;Reus;Internacional;33004;150,09;8,23;16,73
2024;1;Alemania;Salamanca;Internacional;1858;130,02;8,96;11,26
2024;1;Alemania;San Sebasti�n de la Gomera;Internacional;30770;166,15;10,76;13,98
2024;1;Alemania;Santa Cruz de la Palma;Internacional;179296;174,26;10,66;47,44
2024;1;Alemania;Santander;Internacional;19511;146,56;8,4;15,66
2024;1;Alemania;Santiago de Compostela;Internacional;56413;157,91;9,62;-0,63
2024;1;Alemania;Seu d'Urgell, La;Internacional;1705;117,33;7,05;60,24
2024;1;Alemania;Sevilla;Internacional;453107;170,13;7,92;12,9
2024;1;Alemania;Tenerife;Internacional;843094;176,31;10,6;-6,68
2024;1;Alemania;Valladolid;Internacional;2187;127,35;8,75;31,59
2024;1;Alemania;Valverde;Internacional;6867;151,94;12,26;5,55
2024;1;Alemania;Val�ncia;Internacional;614130;170,97;7,31;3,87
2024;1;Alemania;Vigo;Internacional;22887;151,19;8,96;30,02
2024;1;Alemania;Vitoria-Gasteiz;Internacional;8677;133,77;8,23;17,78
2024;1;Alemania;Zaragoza;Internacional;7672;138,32;7,72;-2,3
2024;1;Angola;Alacant/Alicante;Internacional;206;70,84;13,24;357,78
2024;1;Angola;Barcelona;Internacional;455;143,02;15,14;27,45
2024;1;Angola;Bilbao;Internacional;103;121,34;13,19;178,38
2024;1;Angola;Castell� de la Plana;Internacional;2;16,5;7,0;0,0
2024;1;Angola;Coru�a, A;Internacional;164;78,53;69,09;2242,86
2024;1;Angola;Donostia/San Sebasti�n;Internacional;20;83,84;25,61;300,0
2024;1;Angola;Fuerteventura;Internacional;19;45,14;11,64;171,43
2024;1;Angola;Girona;Internacional;3;2,0;2,0;0,0
2024;1;Angola;Granada;Internacional;5;150,33;8,67;0,0
2024;1;Angola;Ibiza;Internacional;22;125,12;4,67;-12,0
2024;1;Angola;Jerez de la Frontera;Internacional;1;285,0;29,0;-80,0
2024;1;Angola;Lanzarote;Internacional;5;92,0;6,5;-61,54
2024;1;Angola;Le�n;Internacional;1;11,0;17,0;0,0
2024;1;Angola;Madrid;Internacional;4296;152,14;14,3;51,91
2024;1;Angola;Mallorca;Internacional;75;102,17;8,48;150,0
2024;1;Angola;Menorca;Internacional;2;134,0;5,0;-50,0
2024;1;Angola;M�laga;Internacional;48;131,08;18,12;77,78
2024;1;Angola;Oviedo;Internacional;1;2,0;4,0;-75,0
2024;1;Angola;Palmas de Gran Canaria, Las;Internacional;44;101,14;10,68;91,3
2024;1;Angola;Pamplona/Iru�a;Internacional;17;87,6;31,9;41,67
2024;1;Angola;Reus;Internacional;2;28,0;7,0;0,0
2024;1;Angola;Santa Cruz de la Palma;Internacional;1;5,0;7,0;-66,67
2024;1;Angola;Santander;Internacional;5;100,5;30,75;-96,43
2024;1;Angola;Santiago de Compostela;Internacional;2;102,0;11,0;-33,33
2024;1;Angola;Seu d'Urgell, La;Internacional;2;48,0;12,0;0,0
2024;1;Angola;Sevilla;Internacional;229;64,21;12,21;780,77
2024;1;Angola;Tenerife;Internacional;120;93,16;21,24;2900,0
2024;1;Angola;Val�ncia;Internacional;388;97,39;9,87;1112,5
2024;1;Angola;Vigo;Internacional;6;80,5;11,0;-25,0
2024;1;Angola;Vitoria-Gasteiz;Internacional;4;173,0;54,5;0,0
2024;1;Angola;Zaragoza;Internacional;2;28,0;7,0;100,0
2024;1;Antigua y Barbuda;Alacant/Alicante;Internacional;11;33,83;5,0;1000,0
2024;1;Antigua y Barbuda;Barcelona;Internacional;149;164,65;17,9;106,94
2024;1;Antigua y Barbuda;Donostia/San Sebasti�n;Internacional;1;16,0;4,0;0,0
2024;1;Antigua y Barbuda;Fuerteventura;Internacional;13;94,61;9,83;225,0
2024;1;Antigua y Barbuda;Ibiza;Internacional;3;127,25;5,5;-84,21
2024;1;Antigua y Barbuda;Jerez de la Frontera;Internacional;3;16,0;4,0;-50,0
2024;1;Antigua y Barbuda;Lanzarote;Internacional;17;58,31;5,95;325,0
2024;1;Antigua y Barbuda;Madrid;Internacional;141;140,37;13,8;135,0
2024;1;Antigua y Barbuda;Mallorca;Internacional;51;84,17;8,66;82,14
2024;1;Antigua y Barbuda;M�laga;Internacional;20;59,08;10,04;-83,74
2024;1;Antigua y Barbuda;Palmas de Gran Canaria, Las;Internacional;3;46,5;8,0;0,0
2024;1;Antigua y Barbuda;Santander;Internacional;1;120,0;7,0;0,0
2024;1;Antigua y Barbuda;Santiago de Compostela;Internacional;8;41,5;42,5;0,0
2024;1;Antigua y Barbuda;Sevilla;Internacional;2;89,5;15,0;0,0
2024;1;Antigua y Barbuda;Tenerife;Internacional;47;34,13;5,3;213,33
2024;1;Antigua y Barbuda;Val�ncia;Internacional;5;24,0;7,0;150,0
2024;1;Antigua y Barbuda;Vigo;Internacional;2;41,0;36,0;0,0
2024;1;Arabia Saud�;Alacant/Alicante;Internacional;1030;107,1;9,26;-5,68
2024;1;Arabia Saud�;Almer�a;Internacional;89;68,69;9,12;-47,95
2024;1;Arabia Saud�;Badajoz;Internacional;17;34,67;9,17;750,0
2024;1;Arabia Saud�;Barcelona;Internacional;38665;119,75;9,65;7,56
2024;1;Arabia Saud�;Bilbao;Internacional;614;89,88;9,24;27,65
2024;1;Arabia Saud�;Burgos;Internacional;2;5,0;7,0;0,0
2024;1;Arabia Saud�;Castell� de la Plana;Internacional;27;64,71;12,67;350,0
2024;1;Arabia Saud�;Coru�a, A;Internacional;65;50,9;6,36;10,17
2024;1;Arabia Saud�;Donostia/San Sebasti�n;Internacional;103;84,77;8,51;635,71
2024;1;Arabia Saud�;Fuerteventura;Internacional;85;87,46;7,42;-50,29
2024;1;Arabia Saud�;Girona;Internacional;72;93,38;9,85;-33,33
2024;1;Arabia Saud�;Granada;Internacional;624;114,6;8,48;60,0
2024;1;Arabia Saud�;Ibiza;Internacional;1255;126,87;7,86;91,31
2024;1;Arabia Saud�;Jerez de la Frontera;Internacional;103;73,57;13,54;-14,88
2024;1;Arabia Saud�;Lanzarote;Internacional;100;112,01;8,74;-64,03
2024;1;Arabia Saud�;Le�n;Internacional;9;54,65;19,15;-25,0
2024;1;Arabia Saud�;Lleida;Internacional;39;76,93;9,6;30,0
2024;1;Arabia Saud�;Madrid;Internacional;40753;127,87;10,27;38,36
2024;1;Arabia Saud�;Mallorca;Internacional;901;110,67;7,84;-9,26
2024;1;Arabia Saud�;Melilla;Internacional;39;83,07;14,4;1850,0
2024;1;Arabia Saud�;Menorca;Internacional;31;122,34;8,04;-60,26
2024;1;Arabia Saud�;Murcia;Internacional;43;97,59;10,54;-2,27
2024;1;Arabia Saud�;M�laga;Internacional;7491;114,1;10,12;22,56
2024;1;Arabia Saud�;Oviedo;Internacional;46;90,59;7,98;-17,86
2024;1;Arabia Saud�;Palmas de Gran Canaria, Las;Internacional;515;103,9;7,33;-19,03
2024;1;Arabia Saud�;Pamplona/Iru�a;Internacional;39;76,17;9,08;1200,0
2024;1;Arabia Saud�;Reus;Internacional;43;87,46;10,05;-42,67
2024;1;Arabia Saud�;Salamanca;Internacional;10;67,42;4,33;-23,08
2024;1;Arabia Saud�;San Sebasti�n de la Gomera;Internacional;17;48,98;5,65;70,0
2024;1;Arabia Saud�;Santa Cruz de la Palma;Internacional;24;69,09;7,52;-50,0
2024;1;Arabia Saud�;Santander;Internacional;33;56,86;5,83;0,0
2024;1;Arabia Saud�;Santiago de Compostela;Internacional;69;77,17;8,65;13,11
2024;1;Arabia Saud�;Seu d'Urgell, La;Internacional;55;62,67;6,07;-29,49
2024;1;Arabia Saud�;Sevilla;Internacional;1308;120,67;9,95;24,22
2024;1;Arabia Saud�;Tenerife;Internacional;370;112,89;9,4;13,5
2024;1;Arabia Saud�;Valladolid;Internacional;53;83,95;12,21;178,95
2024;1;Arabia Saud�;Val�ncia;Internacional;1830;107,51;10,15;50,99
2024;1;Arabia Saud�;Vigo;Internacional;136;51,66;7,77;202,22
2024;1;Arabia Saud�;Vitoria-Gasteiz;Internacional;5;32,17;4,67;0,0
2024;1;Arabia Saud�;Zaragoza;Internacional;79;69,08;10,46;243,48
2024;1;Argelia;Alacant/Alicante;Internacional;7603;113,9;10,03;44,65
2024;1;Argelia;Almer�a;Internacional;76;100,18;9,91;-49,67
2024;1;Argelia;Barcelona;Internacional;14283;111,89;10,02;-23,16
2024;1;Argelia;Bilbao;Internacional;229;80,8;11,4;252,31
2024;1;Argelia;Castell� de la Plana;Internacional;10;81,5;7,75;-23,08
2024;1;Argelia;Coru�a, A;Internacional;20;46,63;7,64;42,86
2024;1;Argelia;Donostia/San Sebasti�n;Internacional;26;104,66;11,63;333,33
2024;1;Argelia;Fuerteventura;Internacional;33;118,79;5,29;-10,81
2024;1;Argelia;Girona;Internacional;58;64,24;9,84;18,37
2024;1;Argelia;Granada;Internacional;89;85,63;6,71;18,67
2024;1;Argelia;Ibiza;Internacional;111;90,87;7,37;-26,0
2024;1;Argelia;Jerez de la Frontera;Internacional;15;79,43;26,43;25,0
2024;1;Argelia;Lanzarote;Internacional;26;88,01;8,04;-3,7
2024;1;Argelia;Le�n;Internacional;2;7,0;23,0;-50,0
2024;1;Argelia;Logro�o;Internacional;2;51,0;2,0;-33,33
2024;1;Argelia;Madrid;Internacional;6512;104,5;9,51;0,95
2024;1;Argelia;Mallorca;Internacional;946;99,36;7,58;46,21
2024;1;Argelia;Melilla;Internacional;27;43,23;6,75;68,75
2024;1;Argelia;Menorca;Internacional;37;118,98;6,44;-68,1
2024;1;Argelia;Murcia;Internacional;40;58,73;7,93;344,44
2024;1;Argelia;M�laga;Internacional;646;108,39;9,69;34,86
2024;1;Argelia;Oviedo;Internacional;14;62,2;3,9;-30,0
2024;1;Argelia;Palmas de Gran Canaria, Las;Internacional;236;95,61;6,96;-61,06
2024;1;Argelia;Pamplona/Iru�a;Internacional;1;15,0;4,0;0,0
2024;1;Argelia;Reus;Internacional;55;64,95;11,12;48,65
2024;1;Argelia;San Sebasti�n de la Gomera;Internacional;1;58,0;7,0;-50,0
2024;1;Argelia;Santa Cruz de la Palma;Internacional;9;103,87;6,13;-30,77
2024;1;Argelia;Santander;Internacional;15;58,25;10,45;400,0
2024;1;Argelia;Santiago de Compostela;Internacional;24;46,11;10,4;-57,14
2024;1;Argelia;Seu d'Urgell, La;Internacional;14;11,85;5,95;16,67
2024;1;Argelia;Sevilla;Internacional;340;84,46;8,83;-10,53
2024;1;Argelia;Tenerife;Internacional;93;112,0;7,9;25,68
2024;1;Argelia;Valladolid;Internacional;49;106,77;10,5;4800,0
2024;1;Argelia;Val�ncia;Internacional;1006;104,85;12,3;-9,21
2024;1;Argelia;Vigo;Internacional;57;56,96;6,79;280,0
2024;1;Argelia;Zaragoza;Internacional;4;96,17;4,67;33,33
2024;1;Argentina;Alacant/Alicante;Internacional;5948;115,48;27,14;141,69
2024;1;Argentina;Almer�a;Internacional;580;127,52;31,24;122,22
2024;1;Argentina;Badajoz;Internacional;33;140,22;14,97;266,67
2024;1;Argentina;Barcelona;Internacional;106517;143,82;25,07;78,1
2024;1;Argentina;Bilbao;Internacional;3221;116,64;23,66;122,91
2024;1;Argentina;Burgos;Internacional;17;53,67;17,83;0,0
2024;1;Argentina;Castell� de la Plana;Internacional;84;90,39;31,63;20,0
2024;1;Argentina;Coru�a, A;Internacional;1090;130,25;23,41;58,66
2024;1;Argentina;Donostia/San Sebasti�n;Internacional;346;113,57;17,54;51,75
2024;1;Argentina;Fuerteventura;Internacional;486;111,4;16,82;93,63
2024;1;Argentina;Girona;Internacional;277;132,94;32,39;-7,97
2024;1;Argentina;Granada;Internacional;714;127,01;23,82;-56,83
2024;1;Argentina;Ibiza;Internacional;1430;124,74;20,45;0,0
2024;1;Argentina;Jerez de la Frontera;Internacional;174;111,59;35,37;51,3
2024;1;Argentina;Lanzarote;Internacional;919;118,36;31,67;256,2
2024;1;Argentina;Le�n;Internacional;18;101,32;9,46;500,0
2024;1;Argentina;Lleida;Internacional;8;107,25;14,25;14,29
2024;1;Argentina;Logro�o;Internacional;41;101,69;20,48;1266,67
2024;1;Argentina;Madrid;Internacional;215916;152,97;26,76;44,42
2024;1;Argentina;Mallorca;Internacional;10894;126,89;29,32;105,2
2024;1;Argentina;Melilla;Internacional;19;77,28;14,83;0,0
2024;1;Argentina;Menorca;Internacional;332;131,33;31,4;100,0
2024;1;Argentina;Murcia;Internacional;64;92,17;27,36;4,92
2024;1;Argentina;M�laga;Internacional;12621;122,3;25,31;12,83
2024;1;Argentina;Oviedo;Internacional;538;129,76;24,17;42,33
2024;1;Argentina;Palmas de Gran Canaria, Las;Internacional;3027;127,46;16,95;183,96
2024;1;Argentina;Pamplona/Iru�a;Internacional;152;119,48;21,72;-1,94
2024;1;Argentina;Reus;Internacional;248;131,38;29,4;-3,5
2024;1;Argentina;Salamanca;Internacional;33;33,16;26,64;200,0
2024;1;Argentina;San Sebasti�n de la Gomera;Internacional;3;62,5;27,5;200,0
2024;1;Argentina;Santa Cruz de la Palma;Internacional;27;82,17;12,58;-3,57
2024;1;Argentina;Santander;Internacional;224;106,22;14,93;-28,21
2024;1;Argentina;Santiago de Compostela;Internacional;1074;139,63;18,91;156,94
2024;1;Argentina;Seu d'Urgell, La;Internacional;78;112,28;37,21;100,0
2024;1;Argentina;Sevilla;Internacional;1960;106,73;16,82;45,19
2024;1;Argentina;Tenerife;Internacional;1906;114,69;19,31;105,61
2024;1;Argentina;Valladolid;Internacional;26;90,6;13,2;30,0
2024;1;Argentina;Val�ncia;Internacional;8306;127,72;26,75;65,69
2024;1;Argentina;Vigo;Internacional;2515;111,22;23,27;592,84
2024;1;Argentina;Vitoria-Gasteiz;Internacional;30;99,63;20,43;-76,74
2024;1;Argentina;Zaragoza;Internacional;95;89,59;12,76;150,0
2024;1;Armenia;Alacant/Alicante;Internacional;1285;167,63;16,05;22,61
2024;1;Armenia;Almer�a;Internacional;44;82,1;11,29;-71,24
2024;1;Armenia;Barcelona;Internacional;12414;166,11;9,84;-14,64
2024;1;Armenia;Bilbao;Internacional;122;122,1;10,12;-15,28
2024;1;Armenia;Castell� de la Plana;Internacional;7;39,83;6,67;75,0
2024;1;Armenia;Coru�a, A;Internacional;69;88,05;12,3;40,82
2024;1;Armenia;Donostia/San Sebasti�n;Internacional;43;109,0;12,3;258,33
2024;1;Armenia;Fuerteventura;Internacional;29;85,5;8,34;11,54
2024;1;Armenia;Girona;Internacional;32;88,97;13,32;-42,86
2024;1;Armenia;Granada;Internacional;46;107,08;11,89;100,0
2024;1;Armenia;Ibiza;Internacional;220;166,13;12,08;-32,52
2024;1;Armenia;Jerez de la Frontera;Internacional;10;72,21;7,38;0,0
2024;1;Armenia;Lanzarote;Internacional;23;119,34;6,75;-23,33
2024;1;Armenia;Le�n;Internacional;24;77,58;9,56;200,0
2024;1;Armenia;Logro�o;Internacional;2;11,0;5,0;0,0
2024;1;Armenia;Madrid;Internacional;4179;177,31;10,09;-15,93
2024;1;Armenia;Mallorca;Internacional;485;163,13;9,33;16,87
2024;1;Armenia;Menorca;Internacional;15;150,77;5,8;150,0
2024;1;Armenia;Murcia;Internacional;4;120,33;12,33;-81,82
2024;1;Armenia;M�laga;Internacional;1688;177,97;14,74;6,03
2024;1;Armenia;Oviedo;Internacional;2;48,5;6,5;-96,0
2024;1;Armenia;Palmas de Gran Canaria, Las;Internacional;180;126,14;7,86;24,14
2024;1;Armenia;Pamplona/Iru�a;Internacional;9;103,88;16,38;28,57
2024;1;Armenia;Reus;Internacional;19;86,52;13,7;11,76
2024;1;Armenia;Salamanca;Internacional;8;87,92;10,08;0,0
2024;1;Armenia;San Sebasti�n de la Gomera;Internacional;4;38,0;2,0;0,0
2024;1;Armenia;Santa Cruz de la Palma;Internacional;1;17,0;7,0;-98,98
2024;1;Armenia;Santander;Internacional;27;73,37;6,73;440,0
2024;1;Armenia;Santiago de Compostela;Internacional;19;69,42;8,79;0,0
2024;1;Armenia;Seu d'Urgell, La;Internacional;7;85,53;9,53;16,67
2024;1;Armenia;Sevilla;Internacional;436;131,79;10,62;74,4
2024;1;Armenia;Tenerife;Internacional;390;150,12;11,74;-6,47
2024;1;Armenia;Valladolid;Internacional;9;131,38;9,04;0,0
2024;1;Armenia;Val�ncia;Internacional;2548;167,03;12,77;10,88
2024;1;Armenia;Vigo;Internacional;5;123,5;8,25;-16,67
2024;1;Armenia;Vitoria-Gasteiz;Internacional;2;9,5;7,0;-50,0
2024;1;Armenia;Zaragoza;Internacional;21;72,47;13,1;133,33
2024;1;Australia;Alacant/Alicante;Internacional;2944;134,25;13,87;2,83
2024;1;Australia;Almer�a;Internacional;328;149,22;13,49;241,67
2024;1;Australia;Badajoz;Internacional;31;66,15;11,1;82,35
2024;1;Australia;Barcelona;Internacional;111844;139,59;17,6;10,43
2024;1;Australia;Bilbao;Internacional;2101;132,04;16,26;-3,09
2024;1;Australia;Burgos;Internacional;6;40,25;5,0;0,0
2024;1;Australia;Castell� de la Plana;Internacional;61;84,18;18,37;-46,02
2024;1;Australia;Coru�a, A;Internacional;239;122,97;15,91;12,74
2024;1;Australia;Donostia/San Sebasti�n;Internacional;665;134,12;16,75;45,51
2024;1;Australia;Fuerteventura;Internacional;1510;111,24;9,63;629,47
2024;1;Australia;Girona;Internacional;491;145,76;20,8;-23,76
2024;1;Australia;Granada;Internacional;554;122,63;18,45;64,39
2024;1;Australia;Ibiza;Internacional;6117;144,43;9,02;40,04
2024;1;Australia;Jerez de la Frontera;Internacional;227;108,97;27,93;22,04
2024;1;Australia;Lanzarote;Internacional;1091;143,74;10,59;31,45
2024;1;Australia;Le�n;Internacional;97;99,67;13,02;203,13
2024;1;Australia;Lleida;Internacional;10;66,1;16,0;42,86
2024;1;Australia;Logro�o;Internacional;16;131,3;31,24;700,0
2024;1;Australia;Madrid;Internacional;88540;145,37;20,03;24,04
2024;1;Australia;Mallorca;Internacional;4597;129,16;12,34;14,9
2024;1;Australia;Melilla;Internacional;119;83,23;9,87;46,91
2024;1;Australia;Menorca;Internacional;467;150,64;8,93;68,59
2024;1;Australia;Murcia;Internacional;152;125,79;15,18;-23,23
2024;1;Australia;M�laga;Internacional;8054;134,39;14,87;11,27
2024;1;Australia;Oviedo;Internacional;307;118,28;18,98;38,91
2024;1;Australia;Palmas de Gran Canaria, Las;Internacional;1319;136,08;13,06;48,2
2024;1;Australia;Pamplona/Iru�a;Internacional;117;140,89;17,99;0,0
2024;1;Australia;Reus;Internacional;387;152,84;21,82;-30,27
2024;1;Australia;Salamanca;Internacional;29;64,1;9,54;107,14
2024;1;Australia;San Sebasti�n de la Gomera;Internacional;7;57,92;7,25;-41,67
2024;1;Australia;Santa Cruz de la Palma;Internacional;76;123,04;15,63;38,18
2024;1;Australia;Santander;Internacional;197;109,14;21,05;-57,91
2024;1;Australia;Santiago de Compostela;Internacional;2700;123,22;17,37;316,02
2024;1;Australia;Seu d'Urgell, La;Internacional;45;109,1;11,53;125,0
2024;1;Australia;Sevilla;Internacional;2764;139,07;13,53;35,16
2024;1;Australia;Tenerife;Internacional;2369;141,05;13,93;74,58
2024;1;Australia;Valladolid;Internacional;38;84,58;16,13;442,86
2024;1;Australia;Val�ncia;Internacional;5175;129,43;15,53;60,12
2024;1;Australia;Vigo;Internacional;10925;125,61;19,44;3641,44
2024;1;Australia;Vitoria-Gasteiz;Internacional;20;88,29;27,99;-47,37
2024;1;Australia;Zaragoza;Internacional;67;104,82;13,61;21,82
2024;1;Austria;Alacant/Alicante;Internacional;63189;172,77;8,18;-8,42
2024;1;Austria;Almer�a;Internacional;1906;135,61;8,25;4,15
2024;1;Austria;Badajoz;Internacional;124;101,24;7,06;-45,37
2024;1;Austria;Barcelona;Internacional;451274;174,86;6,07;-2,22
2024;1;Austria;Bilbao;Internacional;26133;152,21;6,83;94,28
2024;1;Austria;Burgos;Internacional;77;120,31;9,09;0,0
2024;1;Austria;Castell� de la Plana;Internacional;681;135,46;6,79;-11,33
2024;1;Austria;Coru�a, A;Internacional;1666;124,66;7,68;-1,07
2024;1;Austria;Donostia/San Sebasti�n;Internacional;3703;136,22;7,04;44,7
2024;1;Austria;Fuerteventura;Internacional;61157;170,13;8,67;-15,6
2024;1;Austria;Girona;Internacional;3776;133,97;6,64;40,22
2024;1;Austria;Granada;Internacional;5464;146,55;7,28;15,35
2024;1;Austria;Ibiza;Internacional;57443;161,56;6,66;-7,88
2024;1;Austria;Jerez de la Frontera;Internacional;4043;150,37;8,87;-17,72
2024;1;Austria;Lanzarote;Internacional;46428;171,94;9,01;6,89
2024;1;Austria;Le�n;Internacional;180;94,72;9,58;-1,1
2024;1;Austria;Lleida;Internacional;26;139,79;8,1;-39,53
2024;1;Austria;Logro�o;Internacional;72;97,67;8,06;10,77
2024;1;Austria;Madrid;Internacional;172068;167,61;6,85;-20,37
2024;1;Austria;Mallorca;Internacional;389107;181,22;6,87;2,33
2024;1;Austria;Melilla;Internacional;215;125,2;8,1;8,04
2024;1;Austria;Menorca;Internacional;12656;145,53;8,18;-3,66
2024;1;Austria;Murcia;Internacional;1138;136,81;8,78;-4,13
2024;1;Austria;M�laga;Internacional;211304;169,45;7,93;10,4
2024;1;Austria;Oviedo;Internacional;1957;125,93;8,41;-22,06
2024;1;Austria;Palmas de Gran Canaria, Las;Internacional;117568;181,41;9,27;15,47
2024;1;Austria;Pamplona/Iru�a;Internacional;845;113,35;7,45;15,28
2024;1;Austria;Reus;Internacional;1812;125,87;5,69;50,87
2024;1;Austria;Salamanca;Internacional;146;140,28;9,57;-20,22
2024;1;Austria;San Sebasti�n de la Gomera;Internacional;2306;147,95;9,97;-1,54
